"CUSTOMER_CODE","INVOICE_CODE","AMOUNT","DATE"
"CUST00002490","INVO00001218","59.64","21-Nov-2015"
"CUST00002490","INVO00001219","24.47","6-Dec-2015"
"CUST00002490","INVO00001220","1.31","29-Aug-2013"
"CUST00002493","INVO00001221","2.13","29-Sep-2017"
"CUST00002493","INVO00001222","15.81","6-Jun-2018"
"CUST00002478","INVO00001223","61.49","22-Dec-2010"
"CUST00002483","INVO00001224","83.34","18-Dec-2016"
"CUST00002483","INVO00001225","972.09","9-Apr-2015"
"CUST00002483","INVO00001226","9.16","16-Aug-2013"
"CUST00002490","INVO00001227","442.28","21-Dec-2015"
"CUST00002500","INVO00001228","233.2","10-Feb-2014"
"CUST00002500","INVO00001229","875.72","11-Aug-2012"
"CUST00002500","INVO00001230","519.2","3-Dec-2010"
"CUST00002483","INVO00001231","91.4","23-Feb-2018"
"CUST00002483","INVO00001232","425.87","20-Aug-2011"
"CUST00002483","INVO00001233","344.24","29-May-2016"
"CUST00002489","INVO00001234","15.48","26-Jan-2010"
"CUST00002489","INVO00001235","89.09","9-Jun-2010"
"CUST00002498","INVO00001236","6.27","14-Nov-2012"
"CUST00002481","INVO00001237","497.64","14-Jul-2016"
"CUST00002481","INVO00001238","506.53","22-May-2015"
"CUST00002481","INVO00001239","8.34","19-Mar-2010"
"CUST00002491","INVO00001240","9.35","4-Nov-2014"
"CUST00002499","INVO00001241","526.6","27-Oct-2019"
"CUST00002499","INVO00001242","5.39","4-Nov-2019"
"CUST00002500","INVO00001243","6.73","7-Apr-2016"
"CUST00002500","INVO00001244","89.99","12-Dec-2011"
"CUST00002500","INVO00001245","920.14","24-Jun-2012"
"CUST00002477","INVO00001246","9.95","9-Oct-2011"
"CUST00002477","INVO00001247","2.89","11-Dec-2011"
"CUST00002487","INVO00001248","129.15","20-Feb-2018"
"CUST00002487","INVO00001249","2.72","2-Jan-2017"
"CUST00002487","INVO00001250","653.1","13-Jul-2019"
"CUST00002492","INVO00001251","765.24","26-Sep-2010"
"CUST00002496","INVO00001252","2.26","2-Apr-2019"
"CUST00002496","INVO00001253","529.27","1-Aug-2017"
"CUST00002499","INVO00001254","42.98","20-Jan-2018"
"CUST00002482","INVO00001255","1.47","29-Feb-2010"
"CUST00002491","INVO00001256","15.56","8-Feb-2016"
"CUST00002491","INVO00001257","66.96","12-Jun-2016"
"CUST00002491","INVO00001258","64.94","26-Jul-2011"
"CUST00002495","INVO00001259","663.83","29-Dec-2012"
"CUST00002495","INVO00001260","922.12","10-Dec-2010"
"CUST00002495","INVO00001261","5.27","24-Jan-2018"
"CUST00002476","INVO00001262","6.57","14-Oct-2014"
"CUST00002484","INVO00001263","836.28","2-Apr-2016"
"CUST00002484","INVO00001264","7.67","1-Jan-2011"
"CUST00002487","INVO00001265","40.3","18-Dec-2012"
"CUST00002487","INVO00001266","126.18","1-May-2019"
"CUST00002496","INVO00001267","98.07","21-Feb-2017"
"CUST00002499","INVO00001268","42.01","22-Feb-2018"
"CUST00002499","INVO00001269","4.42","1-Dec-2018"
"CUST00002476","INVO00001270","251.62","15-Aug-2019"
"CUST00002476","INVO00001271","66.54","6-May-2015"
"CUST00002476","INVO00001272","83.89","8-Aug-2012"
"CUST00002479","INVO00001273","923.23","5-Jul-2016"
"CUST00002479","INVO00001274","3.77","20-Apr-2011"
"CUST00002483","INVO00001275","307.46","18-Mar-2016"
"CUST00002484","INVO00001276","78.35","6-Apr-2019"
"CUST00002484","INVO00001277","27.38","4-Sep-2016"
"CUST00002487","INVO00001278","65.9","9-Oct-2016"
"CUST00002487","INVO00001279","80.35","2-Jan-2012"
"CUST00002494","INVO00001280","4.7","2-Jun-2013"
"CUST00002479","INVO00001281","25.61","8-Jan-2015"
"CUST00002487","INVO00001282","992.33","25-Jul-2019"
"CUST00002487","INVO00001283","2.16","25-Sep-2016"
"CUST00002492","INVO00001284","3.65","24-Feb-2012"
"CUST00002492","INVO00001285","889.14","21-Jun-2018"
"CUST00002492","INVO00001286","14.97","23-May-2015"
"CUST00002493","INVO00001287","410.22","25-Apr-2017"
"CUST00002493","INVO00001288","782.68","13-Jan-2014"
"CUST00002476","INVO00001289","23.84","21-Jun-2018"
"CUST00002476","INVO00001290","7.47","15-Sep-2014"
"CUST00002476","INVO00001291","63.5","27-May-2011"
"CUST00002486","INVO00001292","629.23","16-May-2017"
"CUST00002495","INVO00001293","209.13","4-Feb-2010"
"CUST00002479","INVO00001294","7.35","21-Aug-2019"
"CUST00002479","INVO00001295","398.16","2-May-2015"
"CUST00002485","INVO00001296","8.04","23-Jul-2012"
"CUST00002485","INVO00001297","3.19","20-Jan-2013"
"CUST00002495","INVO00001298","54.44","22-Aug-2017"
"CUST00002495","INVO00001299","4.45","27-Aug-2013"
"CUST00002478","INVO00001300","819.26","26-Jul-2015"
"CUST00002478","INVO00001301","302.53","0-Oct-2010"
"CUST00002478","INVO00001302","5.15","18-Oct-2011"
"CUST00002479","INVO00001303","8.97","1-May-2016"
"CUST00002479","INVO00001304","576.53","27-Sep-2017"
"CUST00002479","INVO00001305","9.07","17-May-2015"
"CUST00002486","INVO00001306","94.25","3-Dec-2012"
"CUST00002486","INVO00001307","71.56","8-May-2012"
"CUST00002490","INVO00001308","2.7","21-Nov-2011"
"CUST00002491","INVO00001309","747.21","10-Jan-2016"
"CUST00002493","INVO00001310","858.06","0-May-2018"
"CUST00002500","INVO00001311","783.42","8-Aug-2011"
"CUST00002500","INVO00001312","45.63","18-Feb-2011"
"CUST00002483","INVO00001313","679.97","29-Aug-2016"
"CUST00002492","INVO00001314","9.87","10-Oct-2015"
"CUST00002492","INVO00001315","38.31","4-Mar-2018"
"CUST00002494","INVO00001316","896.89","12-Sep-2018"
"CUST00002477","INVO00001317","52.83","7-Dec-2018"
"CUST00002477","INVO00001318","56.51","11-May-2010"
"CUST00002478","INVO00001319","768.31","0-Jun-2014"
"CUST00002478","INVO00001320","30.38","23-Jul-2014"
"CUST00002478","INVO00001321","45.98","21-Dec-2019"
"CUST00002487","INVO00001322","333.73","21-May-2017"
"CUST00002490","INVO00001323","2.93","7-Jul-2012"
"CUST00002492","INVO00001324","4.12","18-May-2017"
"CUST00002492","INVO00001325","656.78","7-Nov-2017"
"CUST00002492","INVO00001326","309.7","12-Oct-2010"
"CUST00002495","INVO00001327","16.66","21-Aug-2011"
"CUST00002495","INVO00001328","57.18","7-Aug-2013"
"CUST00002495","INVO00001329","64.73","22-Apr-2017"
"CUST00002498","INVO00001330","7.67","20-Jul-2010"
"CUST00002498","INVO00001331","64.63","4-Jan-2010"
"CUST00002498","INVO00001332","93.38","28-Nov-2013"
"CUST00002478","INVO00001333","386.59","9-Apr-2014"
"CUST00002478","INVO00001334","687.11","8-Jun-2010"
"CUST00002478","INVO00001335","45.46","5-Jun-2016"
"CUST00002480","INVO00001336","890.41","16-Jul-2016"
"CUST00002480","INVO00001337","790.07","4-Oct-2014"
"CUST00002488","INVO00001338","898.18","12-Oct-2019"
"CUST00002488","INVO00001339","4.58","10-Oct-2019"
"CUST00002492","INVO00001340","3.61","28-Apr-2018"
"CUST00002492","INVO00001341","235.86","1-Sep-2019"
"CUST00002492","INVO00001342","11.67","4-Nov-2010"
"CUST00002499","INVO00001343","73.56","7-Apr-2010"
"CUST00002499","INVO00001344","734.48","13-Jul-2016"
"CUST00002499","INVO00001345","5.57","24-Aug-2015"
"CUST00002482","INVO00001346","6.53","16-Oct-2016"
"CUST00002482","INVO00001347","38.98","8-Aug-2019"
"CUST00002482","INVO00001348","70.96","3-Jul-2017"
"CUST00002491","INVO00001349","74.4","3-May-2011"
"CUST00002496","INVO00001350","878.29","9-Mar-2015"
"CUST00002480","INVO00001351","920.74","21-Jul-2015"
"CUST00002480","INVO00001352","6.25","25-Jun-2012"
"CUST00002480","INVO00001353","4.24","20-Jul-2014"
"CUST00002488","INVO00001354","245.96","1-Jun-2010"
"CUST00002488","INVO00001355","78.8","1-Oct-2019"
"CUST00002488","INVO00001356","7.41","13-Oct-2010"
"CUST00002497","INVO00001357","29.24","13-Sep-2010"
"CUST00002497","INVO00001358","49.93","29-May-2013"
"CUST00002476","INVO00001359","860.2","26-Jan-2011"
"CUST00002476","INVO00001360","15.63","12-Aug-2017"
"CUST00002479","INVO00001361","99.43","18-Nov-2019"
"CUST00002479","INVO00001362","7.05","3-Apr-2010"
"CUST00002479","INVO00001363","80.2","26-Jun-2013"
"CUST00002482","INVO00001364","97.0","29-May-2011"
"CUST00002483","INVO00001365","9.24","25-May-2017"
"CUST00002483","INVO00001366","43.26","24-Sep-2010"
"CUST00002487","INVO00001367","606.14","2-Jun-2018"
"CUST00002487","INVO00001368","5.51","10-Mar-2011"
"CUST00002487","INVO00001369","6.62","12-Nov-2012"
"CUST00002496","INVO00001370","719.86","18-Jan-2018"
"CUST00002477","INVO00001371","24.31","18-Feb-2017"
"CUST00002482","INVO00001372","83.56","2-Jul-2012"
"CUST00002482","INVO00001373","76.85","25-Oct-2019"
"CUST00002482","INVO00001374","76.12","12-May-2010"
"CUST00002484","INVO00001375","4.4","28-Aug-2011"
"CUST00002484","INVO00001376","278.05","4-Jul-2016"
"CUST00002484","INVO00001377","35.96","1-Jan-2019"
"CUST00002485","INVO00001378","8.71","23-Jan-2018"
"CUST00002485","INVO00001379","213.6","24-Apr-2010"
"CUST00002487","INVO00001380","2.55","9-Feb-2015"
"CUST00002487","INVO00001381","182.23","29-Sep-2015"
"CUST00002487","INVO00001382","2.11","13-Nov-2019"
"CUST00002490","INVO00001383","8.6","0-Dec-2018"
"CUST00002490","INVO00001384","8.87","14-Apr-2019"
"CUST00002490","INVO00001385","989.08","15-Nov-2015"
"CUST00002494","INVO00001386","57.87","21-Oct-2018"
"CUST00002494","INVO00001387","3.69","18-Aug-2018"
"CUST00002498","INVO00001388","276.99","26-Sep-2011"
"CUST00002498","INVO00001389","4.65","26-Jun-2011"
"CUST00002498","INVO00001390","14.42","25-Nov-2013"
"CUST00002483","INVO00001391","27.68","1-Sep-2019"
"CUST00002483","INVO00001392","873.52","21-Oct-2016"
"CUST00002483","INVO00001393","19.89","22-Jan-2014"
"CUST00002492","INVO00001394","91.16","23-Mar-2015"
"CUST00002500","INVO00001395","3.79","1-Oct-2016"
"CUST00002500","INVO00001396","741.2","23-Feb-2013"
"CUST00002481","INVO00001397","7.69","6-Mar-2016"
"CUST00002486","INVO00001398","8.87","5-Feb-2014"
"CUST00002486","INVO00001399","7.11","2-Oct-2013"
"CUST00002486","INVO00001400","3.06","5-Sep-2011"
"CUST00002493","INVO00001401","18.91","18-Jan-2019"
"CUST00002477","INVO00001402","1.55","23-Aug-2013"
"CUST00002477","INVO00001403","904.79","1-Aug-2018"
"CUST00002482","INVO00001404","16.97","1-May-2017"
"CUST00002482","INVO00001405","87.48","20-Sep-2014"
"CUST00002482","INVO00001406","3.61","3-Sep-2012"
"CUST00002483","INVO00001407","80.48","2-Aug-2015"
"CUST00002483","INVO00001408","5.0","28-Nov-2012"
"CUST00002493","INVO00001409","3.84","4-Aug-2013"
"CUST00002498","INVO00001410","80.63","8-Jan-2018"
"CUST00002483","INVO00001411","4.45","14-Mar-2016"
"CUST00002483","INVO00001412","60.37","5-Nov-2015"
"CUST00002485","INVO00001413","52.34","9-Nov-2013"
"CUST00002486","INVO00001414","319.17","19-Apr-2014"
"CUST00002486","INVO00001415","353.61","24-Jun-2015"
"CUST00002486","INVO00001416","75.39","1-Oct-2015"
"CUST00002490","INVO00001417","53.28","13-Sep-2012"
"CUST00002490","INVO00001418","54.81","23-Dec-2015"
"CUST00002493","INVO00001419","428.26","2-Dec-2018"
"CUST00002493","INVO00001420","8.01","8-Nov-2011"
"CUST00002493","INVO00001421","817.21","19-Sep-2019"
"CUST00002477","INVO00001422","69.17","16-Oct-2012"
"CUST00002477","INVO00001423","749.4","25-Jan-2018"
"CUST00002479","INVO00001424","42.06","15-Feb-2014"
"CUST00002479","INVO00001425","8.68","21-Jun-2017"
"CUST00002479","INVO00001426","487.13","4-Apr-2010"
"CUST00002481","INVO00001427","60.94","23-May-2014"
"CUST00002488","INVO00001428","671.27","8-Apr-2019"
"CUST00002488","INVO00001429","183.61","26-Nov-2014"
"CUST00002493","INVO00001430","56.71","26-Aug-2016"
"CUST00002498","INVO00001431","95.66","24-Apr-2011"
"CUST00002498","INVO00001432","48.76","26-Mar-2015"
"CUST00002477","INVO00001433","5.08","18-Feb-2017"
"CUST00002477","INVO00001434","982.79","3-Oct-2014"
"CUST00002484","INVO00001435","196.84","6-Sep-2011"
"CUST00002484","INVO00001436","3.69","13-Sep-2011"
"CUST00002486","INVO00001437","1.69","18-Sep-2012"
"CUST00002486","INVO00001438","48.95","24-Jul-2018"
"CUST00002495","INVO00001439","9.34","29-Feb-2010"
"CUST00002495","INVO00001440","464.67","27-Apr-2013"
"CUST00002500","INVO00001441","63.83","6-Oct-2017"
"CUST00002500","INVO00001442","427.74","2-Feb-2017"
"CUST00002481","INVO00001443","7.79","28-Apr-2015"
"CUST00002491","INVO00001444","61.0","0-May-2011"
"CUST00002491","INVO00001445","817.17","7-Dec-2015"
"CUST00002491","INVO00001446","58.28","22-Mar-2017"
"CUST00002496","INVO00001447","1.49","9-Feb-2014"
"CUST00002479","INVO00001448","99.12","21-Jul-2018"
"CUST00002479","INVO00001449","98.43","28-Feb-2013"
"CUST00002486","INVO00001450","29.9","18-Aug-2011"
"CUST00002493","INVO00001451","517.45","5-Nov-2015"
"CUST00002499","INVO00001452","26.74","11-Sep-2012"
"CUST00002499","INVO00001453","62.08","11-Apr-2012"
"CUST00002476","INVO00001454","792.91","12-Nov-2010"
"CUST00002476","INVO00001455","14.66","7-Sep-2015"
"CUST00002478","INVO00001456","4.35","1-Apr-2014"
"CUST00002486","INVO00001457","70.54","20-Nov-2015"
"CUST00002486","INVO00001458","72.34","0-Nov-2019"
"CUST00002487","INVO00001459","6.92","29-May-2015"
"CUST00002487","INVO00001460","19.22","4-Aug-2017"
"CUST00002497","INVO00001461","4.54","4-Oct-2019"
"CUST00002497","INVO00001462","8.01","5-Mar-2011"
"CUST00002497","INVO00001463","227.58","1-May-2011"
"CUST00002478","INVO00001464","37.66","13-Jun-2017"
"CUST00002478","INVO00001465","2.25","25-Oct-2014"
"CUST00002482","INVO00001466","6.94","17-Dec-2018"
"CUST00002482","INVO00001467","510.69","23-Apr-2018"
"CUST00002487","INVO00001468","17.56","5-Jul-2012"
"CUST00002487","INVO00001469","909.39","28-Nov-2014"
"CUST00002495","INVO00001470","873.56","1-Jun-2014"
"CUST00002495","INVO00001471","26.32","2-May-2018"
"CUST00002477","INVO00001472","1.56","29-Jan-2012"
"CUST00002477","INVO00001473","5.76","20-Jun-2017"
"CUST00002477","INVO00001474","981.14","28-Jul-2011"
"CUST00002487","INVO00001475","5.58","16-Sep-2011"
"CUST00002487","INVO00001476","9.9","7-Jun-2010"
"CUST00002490","INVO00001477","106.96","25-Sep-2017"
"CUST00002490","INVO00001478","59.89","7-May-2011"
"CUST00002490","INVO00001479","5.13","12-Dec-2019"
"CUST00002500","INVO00001480","480.27","4-Dec-2012"
"CUST00002500","INVO00001481","346.96","2-Jul-2010"
"CUST00002481","INVO00001482","68.11","1-Jun-2010"
"CUST00002485","INVO00001483","259.74","28-May-2018"
"CUST00002493","INVO00001484","18.89","21-Jan-2015"
"CUST00002499","INVO00001485","16.26","10-Dec-2015"
"CUST00002477","INVO00001486","599.45","26-Jan-2015"
"CUST00002477","INVO00001487","6.12","27-Jan-2012"
"CUST00002485","INVO00001488","13.52","6-Jul-2010"
"CUST00002488","INVO00001489","8.59","26-Sep-2010"
"CUST00002488","INVO00001490","1.84","8-Apr-2013"
"CUST00002488","INVO00001491","8.27","9-Nov-2011"
"CUST00002498","INVO00001492","763.0","20-Jul-2017"
"CUST00002498","INVO00001493","44.8","15-Oct-2013"
"CUST00002482","INVO00001494","4.85","17-Dec-2012"
"CUST00002482","INVO00001495","831.82","26-Aug-2011"
"CUST00002483","INVO00001496","40.74","25-Apr-2019"
"CUST00002483","INVO00001497","8.04","18-Dec-2011"
"CUST00002486","INVO00001498","429.22","17-Jun-2018"
"CUST00002487","INVO00001499","54.53","16-Jan-2012"
"CUST00002487","INVO00001500","63.36","13-May-2012"
"CUST00002489","INVO00001501","52.9","0-Feb-2012"
"CUST00002492","INVO00001502","35.43","25-Sep-2010"
"CUST00002492","INVO00001503","353.39","13-Jan-2012"
"CUST00002498","INVO00001504","110.1","25-Jan-2010"
"CUST00002478","INVO00001505","93.41","29-Dec-2019"
"CUST00002478","INVO00001506","395.02","2-Oct-2016"
"CUST00002478","INVO00001507","4.7","26-Mar-2016"
"CUST00002479","INVO00001508","2.59","0-Aug-2013"
"CUST00002479","INVO00001509","83.86","1-Mar-2014"
"CUST00002482","INVO00001510","7.26","26-Jan-2015"
"CUST00002482","INVO00001511","8.94","26-Dec-2014"
"CUST00002482","INVO00001512","581.71","3-Mar-2016"
"CUST00002490","INVO00001513","45.37","23-Jul-2016"
"CUST00002495","INVO00001514","15.61","11-Mar-2011"
"CUST00002495","INVO00001515","189.72","1-Nov-2010"
"CUST00002479","INVO00001516","193.11","10-Apr-2011"
"CUST00002479","INVO00001517","251.83","4-Jul-2014"
"CUST00002479","INVO00001518","158.7","5-Oct-2016"
"CUST00002483","INVO00001519","59.51","10-Jan-2017"
"CUST00002483","INVO00001520","939.22","3-May-2011"
"CUST00002491","INVO00001521","142.23","16-May-2017"
"CUST00002491","INVO00001522","995.13","27-Apr-2012"
"CUST00002476","INVO00001523","128.04","18-Aug-2014"
"CUST00002482","INVO00001524","81.8","16-Dec-2013"
"CUST00002482","INVO00001525","25.19","2-Mar-2010"
"CUST00002482","INVO00001526","750.9","13-Sep-2012"
"CUST00002489","INVO00001527","4.25","20-Aug-2018"
"CUST00002489","INVO00001528","8.27","2-Sep-2019"
"CUST00002489","INVO00001529","384.14","21-Aug-2010"
"CUST00002499","INVO00001530","808.6","20-Nov-2011"
"CUST00002477","INVO00001531","46.68","28-Nov-2016"
"CUST00002477","INVO00001532","96.82","8-Jun-2010"
"CUST00002477","INVO00001533","1.83","15-Oct-2013"
"CUST00002480","INVO00001534","12.77","21-Sep-2017"
"CUST00002480","INVO00001535","171.4","20-Nov-2019"
"CUST00002487","INVO00001536","15.74","18-Jul-2016"
"CUST00002494","INVO00001537","233.28","22-Apr-2017"
"CUST00002494","INVO00001538","80.02","3-May-2016"
"CUST00002476","INVO00001539","95.91","27-Aug-2015"
"CUST00002476","INVO00001540","9.5","12-Nov-2010"
"CUST00002485","INVO00001541","3.89","6-Jan-2013"
"CUST00002485","INVO00001542","229.71","18-Nov-2019"
"CUST00002491","INVO00001543","5.76","14-Jul-2012"
"CUST00002491","INVO00001544","57.57","26-Sep-2011"
"CUST00002491","INVO00001545","32.01","15-Jul-2012"
"CUST00002497","INVO00001546","969.43","0-Apr-2011"
"CUST00002480","INVO00001547","68.62","22-Jun-2014"
"CUST00002480","INVO00001548","2.61","29-Jan-2016"
"CUST00002489","INVO00001549","66.46","15-Nov-2013"
"CUST00002492","INVO00001550","7.37","28-Apr-2015"
"CUST00002496","INVO00001551","638.55","5-Jun-2013"
"CUST00002496","INVO00001552","87.99","6-Jul-2018"
"CUST00002477","INVO00001553","1.08","20-Apr-2019"
"CUST00002477","INVO00001554","95.77","25-Jul-2011"
"CUST00002478","INVO00001555","5.3","11-Jan-2011"
"CUST00002479","INVO00001556","329.15","13-Nov-2017"
"CUST00002479","INVO00001557","43.83","27-Jan-2018"
"CUST00002479","INVO00001558","55.83","10-Jan-2010"
"CUST00002481","INVO00001559","88.27","4-Jul-2015"
"CUST00002483","INVO00001560","62.95","23-Dec-2011"
"CUST00002487","INVO00001561","510.58","11-Nov-2015"
"CUST00002487","INVO00001562","57.43","7-Oct-2012"
"CUST00002487","INVO00001563","37.73","22-Jun-2018"
"CUST00002497","INVO00001564","562.22","0-Mar-2015"
"CUST00002497","INVO00001565","481.61","0-Aug-2016"
"CUST00002477","INVO00001566","98.16","0-Jun-2019"
"CUST00002477","INVO00001567","51.04","14-Feb-2018"
"CUST00002481","INVO00001568","94.34","29-Feb-2016"
"CUST00002481","INVO00001569","317.63","24-Mar-2019"
"CUST00002481","INVO00001570","55.6","29-Aug-2019"
"CUST00002489","INVO00001571","82.11","20-Sep-2012"
"CUST00002489","INVO00001572","837.18","19-Apr-2018"
"CUST00002489","INVO00001573","38.21","29-Jan-2015"
"CUST00002492","INVO00001574","369.25","7-Dec-2010"
"CUST00002492","INVO00001575","366.76","10-Feb-2019"
"CUST00002493","INVO00001576","1.35","18-Jul-2019"
"CUST00002500","INVO00001577","741.22","20-Jan-2015"
"CUST00002500","INVO00001578","9.35","25-Jul-2011"
"CUST00002481","INVO00001579","170.06","16-Jan-2015"
"CUST00002481","INVO00001580","1.0","8-Nov-2015"
"CUST00002489","INVO00001581","502.39","25-Jun-2017"
"CUST00002496","INVO00001582","9.88","27-Feb-2012"
"CUST00002478","INVO00001583","127.15","29-Dec-2019"
"CUST00002478","INVO00001584","77.83","13-Jan-2011"
"CUST00002484","INVO00001585","3.06","13-Jul-2014"
"CUST00002484","INVO00001586","925.95","13-May-2014"
"CUST00002484","INVO00001587","9.07","0-Dec-2012"
"CUST00002489","INVO00001588","55.2","29-Jan-2011"
"CUST00002489","INVO00001589","930.25","4-Jan-2012"
"CUST00002490","INVO00001590","3.95","19-Aug-2015"
"CUST00002490","INVO00001591","742.68","21-Sep-2017"
"CUST00002490","INVO00001592","57.49","17-Jan-2015"
"CUST00002492","INVO00001593","8.3","23-Sep-2016"
"CUST00002492","INVO00001594","5.61","6-Jul-2019"
"CUST00002492","INVO00001595","536.9","29-Sep-2012"
"CUST00002498","INVO00001596","911.85","13-Mar-2014"
"CUST00002500","INVO00001597","942.52","0-Feb-2013"
"CUST00002500","INVO00001598","75.62","28-Jul-2012"
"CUST00002500","INVO00001599","999.24","19-Mar-2018"
"CUST00002477","INVO00001600","596.87","2-Jan-2015"
"CUST00002486","INVO00001601","6.16","8-Sep-2013"
"CUST00002486","INVO00001602","827.45","12-Dec-2018"
"CUST00002490","INVO00001603","4.49","13-Jul-2016"
"CUST00002496","INVO00001604","596.18","9-May-2019"
"CUST00002479","INVO00001605","81.74","5-Sep-2010"
"CUST00002479","INVO00001606","3.52","24-Sep-2014"
"CUST00002488","INVO00001607","498.86","18-Jan-2012"
"CUST00002493","INVO00001608","27.01","16-Jun-2018"
"CUST00002477","INVO00001609","47.32","7-Nov-2014"
"CUST00002477","INVO00001610","8.81","6-Apr-2013"
"CUST00002477","INVO00001611","975.12","27-Sep-2019"
"CUST00002480","INVO00001612","648.67","22-Dec-2013"
"CUST00002480","INVO00001613","516.01","11-Nov-2015"
"CUST00002488","INVO00001614","318.04","9-Dec-2011"
"CUST00002495","INVO00001615","317.88","15-Sep-2019"
"CUST00002495","INVO00001616","973.61","18-Sep-2015"
"CUST00002495","INVO00001617","6.08","3-Feb-2014"
"CUST00002500","INVO00001618","58.59","18-Nov-2012"
"CUST00002500","INVO00001619","75.27","8-Dec-2019"
"CUST00002485","INVO00001620","50.34","28-Jul-2013"
"CUST00002485","INVO00001621","54.69","21-Aug-2012"
"CUST00002488","INVO00001622","2.74","10-May-2013"
"CUST00002488","INVO00001623","50.52","7-Apr-2010"
"CUST00002496","INVO00001624","38.57","9-Apr-2018"
"CUST00002480","INVO00001625","52.95","11-May-2019"
"CUST00002480","INVO00001626","5.47","3-Mar-2016"
"CUST00002484","INVO00001627","332.9","2-Jan-2012"
"CUST00002484","INVO00001628","5.7","26-Jun-2019"
"CUST00002484","INVO00001629","611.86","22-Jun-2015"
"CUST00002486","INVO00001630","55.78","27-Aug-2016"
"CUST00002494","INVO00001631","37.51","4-Aug-2014"
"CUST00002494","INVO00001632","76.54","10-Feb-2019"
"CUST00002500","INVO00001633","26.27","26-Oct-2014"
"CUST00002500","INVO00001634","239.98","7-Aug-2015"
"CUST00002500","INVO00001635","213.88","25-Mar-2013"
"CUST00002480","INVO00001636","84.5","7-Feb-2010"
"CUST00002485","INVO00001637","522.41","23-Dec-2013"
"CUST00002485","INVO00001638","57.56","25-Aug-2010"
"CUST00002486","INVO00001639","588.04","15-Nov-2017"
"CUST00002486","INVO00001640","289.14","3-Dec-2014"
"CUST00002492","INVO00001641","65.23","7-Nov-2014"
"CUST00002498","INVO00001642","2.77","7-Jul-2013"
"CUST00002498","INVO00001643","5.6","18-Apr-2019"
"CUST00002476","INVO00001644","104.39","24-Jul-2010"
"CUST00002476","INVO00001645","898.71","24-Apr-2018"
"CUST00002484","INVO00001646","230.26","4-Dec-2016"
"CUST00002484","INVO00001647","57.65","20-Apr-2011"
"CUST00002484","INVO00001648","33.8","26-Jan-2017"
"CUST00002491","INVO00001649","89.07","28-Jul-2013"
"CUST00002491","INVO00001650","34.53","14-Jul-2015"
"CUST00002491","INVO00001651","983.87","5-Oct-2014"
"CUST00002495","INVO00001652","3.37","13-Aug-2016"
"CUST00002495","INVO00001653","88.08","4-Jan-2011"
"CUST00002495","INVO00001654","3.3","20-Dec-2011"
"CUST00002498","INVO00001655","45.66","0-Sep-2012"
"CUST00002498","INVO00001656","8.98","21-Oct-2015"
"CUST00002498","INVO00001657","609.04","5-Feb-2012"
"CUST00002499","INVO00001658","39.97","13-Sep-2015"
"CUST00002499","INVO00001659","61.44","6-Oct-2018"
"CUST00002499","INVO00001660","200.52","2-Feb-2012"
"CUST00002478","INVO00001661","9.12","25-Aug-2013"
"CUST00002478","INVO00001662","47.92","28-Jun-2018"
"CUST00002480","INVO00001663","69.53","3-Mar-2019"
"CUST00002487","INVO00001664","625.22","12-Dec-2014"
"CUST00002487","INVO00001665","109.55","29-Jul-2013"
"CUST00002494","INVO00001666","3.02","2-Mar-2014"
"CUST00002496","INVO00001667","939.72","7-Feb-2014"
"CUST00002496","INVO00001668","566.31","20-Jun-2015"
"CUST00002476","INVO00001669","46.17","19-May-2013"
"CUST00002476","INVO00001670","9.76","8-Aug-2014"
"CUST00002479","INVO00001671","457.32","12-Feb-2015"
"CUST00002479","INVO00001672","21.95","14-Feb-2010"
"CUST00002483","INVO00001673","306.13","21-Oct-2016"
"CUST00002485","INVO00001674","69.01","26-Mar-2010"
"CUST00002491","INVO00001675","21.16","18-Jan-2010"
"CUST00002497","INVO00001676","57.3","21-Dec-2014"
"CUST00002497","INVO00001677","89.62","21-Jul-2013"
"CUST00002477","INVO00001678","191.66","20-Sep-2016"
"CUST00002487","INVO00001679","28.23","0-Mar-2010"
"CUST00002487","INVO00001680","822.14","16-Aug-2019"
"CUST00002494","INVO00001681","75.07","10-Nov-2019"
"CUST00002494","INVO00001682","76.94","9-Jan-2019"
"CUST00002494","INVO00001683","73.71","14-Apr-2017"
"CUST00002495","INVO00001684","2.86","6-Apr-2010"
"CUST00002497","INVO00001685","18.8","21-Feb-2019"
"CUST00002497","INVO00001686","76.38","25-Apr-2019"
"CUST00002477","INVO00001687","4.29","17-May-2016"
"CUST00002480","INVO00001688","4.09","29-Dec-2013"
"CUST00002490","INVO00001689","419.24","24-Mar-2019"
"CUST00002497","INVO00001690","23.46","29-Sep-2016"
"CUST00002497","INVO00001691","4.52","14-Sep-2013"
"CUST00002497","INVO00001692","2.15","2-Oct-2019"
"CUST00002480","INVO00001693","45.06","4-Aug-2018"
"CUST00002480","INVO00001694","9.57","3-Apr-2019"
"CUST00002480","INVO00001695","7.37","26-Jun-2014"
"CUST00002485","INVO00001696","5.17","29-Sep-2016"
"CUST00002485","INVO00001697","956.43","18-Dec-2015"
"CUST00002492","INVO00001698","20.39","4-Oct-2015"
"CUST00002496","INVO00001699","31.53","25-Apr-2010"
"CUST00002499","INVO00001700","10.23","10-Feb-2013"
"CUST00002499","INVO00001701","2.94","0-Jul-2011"
