"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"INVO00004981","CM0265","77.15","592"
"INVO00004986","LOYAL7163","93.36","275"
"INVO00004986","LOYAL3131","70.63","175"
"INVO00004993","CM2764","12.01","445"
"INVO00004996","VAL1151","188.44","401"
"INVO00005000","CM2528","1.27","473"
"INVO00005000","5YEARS6928","2.75","741"
"INVO00004981","VAL4152","2.03","801"
"INVO00004981","10YEARS7258","241.07","301"
"INVO00004986","10YEARS5900","120.16","15"
"INVO00004986","10YEARS4586","39.44","701"
"INVO00004989","DIS1849","8.82","286"
"INVO00004989","CM3963","45.17","254"
"INVO00004990","5YEARS9572","16.16","486"
"INVO00004990","VAL5940","4.96","639"
"INVO00004994","DIS1207","5.86","794"
"INVO00004994","5YEARS0168","3.95","890"
"INVO00004994","VAL4879","77.5","659"
"INVO00004996","DIS9198","6.69","189"
"INVO00004996","VAL5759","18.54","981"
"INVO00004996","CM3274","6.44","654"
"INVO00004980","5YEARS0086","8.03","602"
"INVO00004980","10YEARS8811","59.28","184"
"INVO00004980","5YEARS5280","9.11","653"
"INVO00004988","LOYAL1815","69.61","554"
"INVO00004988","5YEARS1368","46.86","768"
"INVO00004998","5YEARS1702","6.38","873"
"INVO00004980","LOYAL2719","4.09","880"
"INVO00004982","VAL0220","72.72","834"
"INVO00004992","CM8635","337.01","489"
"INVO00004992","CM7104","341.24","643"
"INVO00004976","5YEARS8371","52.83","867"
"INVO00004976","CM9399","2.26","789"
"INVO00004983","CM6125","293.78","446"
"INVO00004983","LOYAL4345","61.05","551"
"INVO00004993","CM0383","41.27","450"
"INVO00004977","10YEARS3449","7.26","51"
"INVO00004977","5YEARS2019","9.18","137"
"INVO00004977","DIS7655","8.64","534"
"INVO00004982","5YEARS1493","5.6","186"
"INVO00004983","10YEARS6971","73.33","609"
"INVO00004983","LOYAL7053","43.41","309"
"INVO00004983","LOYAL3312","3.52","833"
"INVO00004986","5YEARS8438","76.14","950"
"INVO00004986","VAL0474","141.08","887"
"INVO00004995","LOYAL3443","6.84","956"
"INVO00004980","10YEARS6565","5.5","235"
"INVO00004990","LOYAL6006","1.92","139"
"INVO00004990","10YEARS8393","5.1","764"
"INVO00004990","CM0677","9.24","311"
"INVO00004999","DIS3384","6.06","895"
"INVO00004999","DIS7374","170.81","737"
"INVO00004983","10YEARS9958","47.65","65"
"INVO00004990","10YEARS7223","43.46","736"
"INVO00004990","10YEARS4157","45.34","63"
"INVO00004990","10YEARS7110","248.68","681"
"INVO00004996","LOYAL6621","68.49","663"
"INVO00004981","CM1324","79.24","44"
"INVO00004981","VAL9088","95.79","221"
"INVO00004987","10YEARS1146","47.38","37"
"INVO00004987","CM7434","84.12","393"
"INVO00004987","CM0865","86.14","866"
"INVO00004997","10YEARS0134","47.41","524"
"INVO00004998","CM0904","55.2","961"
"INVO00004998","DIS0010","5.02","588"
"INVO00004998","LOYAL8164","15.37","443"
"INVO00004979","5YEARS8764","7.65","117"
"INVO00004979","5YEARS2786","48.06","80"
"INVO00004982","10YEARS9496","156.25","647"
"INVO00004982","DIS5866","55.99","639"
"INVO00004992","DIS3306","65.78","692"
"INVO00004995","LOYAL1285","2.16","135"
"INVO00004995","CM8628","81.44","515"
"INVO00004996","5YEARS5905","1.29","682"
"INVO00004996","CM6857","2.47","155"
"INVO00004996","LOYAL7559","7.91","550"
"INVO00004978","CM3485","341.64","721"
"INVO00004985","DIS5729","7.43","733"
"INVO00004987","CM7379","207.3","371"
"INVO00004989","10YEARS6777","93.93","563"
"INVO00004989","10YEARS7480","4.35","99"
"INVO00004989","5YEARS7545","26.89","997"
"INVO00004998","5YEARS1629","9.88","161"
"INVO00004998","LOYAL9206","8.88","274"
"INVO00004998","CM0168","61.92","738"
"INVO00004981","CM1650","1.18","708"
"INVO00004981","DIS5736","71.73","469"
"INVO00004982","CM6830","183.87","363"
"INVO00004986","LOYAL1624","58.48","629"
"INVO00004986","LOYAL1145","4.45","33"
"INVO00004986","DIS5989","2.59","489"
"INVO00004987","LOYAL1382","34.98","748"
"INVO00004989","10YEARS5096","22.67","78"
"INVO00004989","5YEARS1501","257.59","972"
"INVO00004991","CM0960","84.71","907"
"INVO00004991","5YEARS0556","182.28","838"
"INVO00004997","DIS3043","43.16","954"
"INVO00004997","DIS2365","1.47","413"
"INVO00004997","VAL8035","99.04","198"
"INVO00004981","LOYAL1507","31.9","767"
"INVO00004981","VAL7302","338.11","972"
"INVO00004981","LOYAL4656","3.75","703"
"INVO00004982","5YEARS6225","18.57","862"
"INVO00004987","5YEARS3370","414.8","927"
"INVO00004993","DIS2902","58.64","685"
"INVO00004993","LOYAL6159","467.47","440"
"INVO00004978","DIS3423","40.72","632"
"INVO00004978","5YEARS1722","50.38","986"
"INVO00004978","CM3876","24.32","463"
"INVO00004988","5YEARS4681","2.0","589"
"INVO00004990","VAL7474","27.4","537"
"INVO00004990","10YEARS2109","466.47","357"
"INVO00004990","10YEARS1594","1.22","234"
"INVO00004994","VAL6327","43.82","275"
"INVO00005000","10YEARS9796","2.35","175"
"INVO00005000","5YEARS8181","173.3","910"
"INVO00004979","DIS8232","5.93","806"
"INVO00004979","DIS4761","10.56","501"
"INVO00004979","CM8921","16.14","818"
"INVO00004984","LOYAL6862","85.25","789"
"INVO00004984","CM7703","4.5","952"
"INVO00004984","10YEARS5702","1.52","519"
"INVO00004990","5YEARS5621","158.72","201"
"INVO00004990","LOYAL8103","33.98","96"
"INVO00004991","VAL1439","42.49","543"
"INVO00004991","LOYAL1717","93.74","768"
"INVO00004995","LOYAL7915","11.94","17"
"INVO00004996","LOYAL2264","2.52","647"
"INVO00004996","CM5560","6.34","406"
"INVO00004977","10YEARS5017","8.5","125"
"INVO00004981","5YEARS4984","458.73","744"
"INVO00004981","5YEARS3608","56.98","875"
"INVO00004981","CM7756","2.53","357"
"INVO00004989","LOYAL3258","6.51","66"
"INVO00004989","LOYAL9652","9.66","452"
"INVO00004989","5YEARS0014","8.67","381"
"INVO00004996","DIS4378","2.93","599"
"INVO00004996","10YEARS3220","113.87","862"
"INVO00004977","VAL8315","344.04","845"
"INVO00004979","DIS8277","3.42","972"
"INVO00004979","VAL8397","1.66","895"
"INVO00004986","10YEARS7455","15.8","892"
"INVO00004993","10YEARS7153","5.18","745"
"INVO00004995","LOYAL6375","43.23","155"
"INVO00004995","5YEARS8524","54.73","544"
"INVO00005000","DIS9676","7.03","198"
"INVO00004976","10YEARS4934","12.87","907"
"INVO00004984","CM4036","52.83","552"
"INVO00004985","CM7557","43.86","704"
"INVO00004986","DIS4238","71.21","871"
"INVO00004986","5YEARS8030","188.53","951"
"INVO00004986","LOYAL4290","9.35","266"
"INVO00004987","LOYAL5911","8.97","509"
"INVO00004989","5YEARS4693","7.44","654"
"INVO00004992","LOYAL0518","54.75","513"
"INVO00004992","VAL0872","69.84","698"
"INVO00004993","CM0934","2.53","454"
"INVO00004994","DIS2348","52.79","782"
"INVO00004978","5YEARS6015","93.74","106"
"INVO00004978","LOYAL9438","5.31","693"
"INVO00004978","10YEARS6866","28.42","365"
"INVO00004983","5YEARS3033","7.44","681"
"INVO00004983","CM6707","253.62","132"
"INVO00004983","LOYAL5515","7.7","689"
"INVO00004986","10YEARS7219","52.77","840"
"INVO00004986","10YEARS8200","6.63","770"
"INVO00004995","LOYAL6582","52.33","4"
"INVO00004996","DIS9387","16.68","228"
"INVO00004996","VAL9487","35.26","102"
"INVO00004996","VAL8369","261.93","410"
"INVO00004981","VAL8642","7.43","463"
"INVO00004981","5YEARS6575","3.31","936"
"INVO00004983","10YEARS0519","385.52","291"
"INVO00004991","VAL2605","6.95","354"
"INVO00004991","10YEARS6635","1.36","341"
"INVO00004994","LOYAL2664","8.01","709"
"INVO00004995","DIS5911","4.27","304"
"INVO00004976","10YEARS6929","66.68","612"
"INVO00004976","LOYAL8450","51.99","987"
"INVO00004977","DIS6631","2.32","493"
"INVO00004979","5YEARS5583","2.97","191"
"INVO00004979","CM9351","4.52","837"
"INVO00004980","DIS4676","6.94","416"
"INVO00004980","LOYAL7849","85.64","61"
"INVO00004980","10YEARS9863","434.52","416"
"INVO00004990","5YEARS7804","4.12","513"
"INVO00004990","DIS7693","133.88","951"
"INVO00004990","5YEARS3968","7.28","152"
"INVO00004992","5YEARS3568","89.71","143"
"INVO00004997","10YEARS8074","95.4","559"
"INVO00004997","DIS2768","2.54","346"
"INVO00004981","5YEARS1287","493.0","625"
"INVO00004981","CM9027","77.3","765"
"INVO00004982","VAL7725","1.16","393"
"INVO00004982","5YEARS0027","5.84","586"
"INVO00004982","5YEARS5453","98.82","166"
"INVO00004991","VAL3666","9.25","324"
"INVO00004999","VAL1275","16.07","817"
"INVO00004980","10YEARS1231","4.37","667"
"INVO00004981","VAL9395","189.79","626"
"INVO00004990","DIS3870","223.8","195"
"INVO00004990","DIS2478","21.27","324"
"INVO00004990","DIS7138","1.44","334"
"INVO00004994","CM3037","84.99","958"
"INVO00004994","LOYAL5088","1.14","443"
"INVO00004994","DIS9168","7.9","931"
"INVO00004977","LOYAL2796","8.7","64"
"INVO00004977","LOYAL8591","2.98","90"
"INVO00004977","DIS1727","9.68","329"
"INVO00004980","DIS6548","79.07","109"
"INVO00004980","DIS6554","73.89","268"
"INVO00004986","CM7433","2.83","456"
"INVO00004986","LOYAL7966","61.14","666"
"INVO00004986","DIS4206","3.67","214"
"INVO00004993","5YEARS2039","83.86","230"
"INVO00004993","10YEARS0127","98.94","336"
"INVO00004993","LOYAL3500","404.55","740"
"INVO00004998","CM6242","7.99","688"
"INVO00004998","DIS6778","33.24","298"
"INVO00004979","5YEARS0386","30.55","891"
"INVO00004982","LOYAL2396","9.57","154"
"INVO00004982","VAL7417","82.42","245"
"INVO00004992","5YEARS4404","47.04","435"
"INVO00004992","CM0756","1.69","584"
"INVO00004998","CM2421","59.94","476"
"INVO00004998","VAL4380","264.29","829"
"INVO00004980","DIS9411","4.14","715"
"INVO00004980","DIS9223","3.71","247"
"INVO00004980","VAL7212","16.75","642"
"INVO00004981","CM0729","9.07","503"
"INVO00004981","CM1646","8.26","711"
"INVO00004989","LOYAL4323","8.87","723"
"INVO00004989","5YEARS3725","5.02","783"
"INVO00004995","5YEARS9005","66.22","79"
"INVO00004978","LOYAL4999","65.05","620"
"INVO00004978","LOYAL7521","62.32","730"
"INVO00004982","VAL0916","22.25","373"
"INVO00004982","10YEARS3957","1.57","885"
"INVO00004986","5YEARS7280","439.22","468"
"INVO00004990","DIS5111","11.1","229"
"INVO00004990","LOYAL7058","9.4","931"
"INVO00004990","VAL4077","76.78","957"
"INVO00004996","10YEARS5594","48.07","58"
"INVO00004980","5YEARS2892","4.45","807"
"INVO00004980","DIS5939","5.88","840"
"INVO00004985","LOYAL7158","37.45","840"
"INVO00004985","CM1561","177.54","551"
"INVO00004993","5YEARS5471","44.86","775"
"INVO00004993","VAL0655","4.52","467"
"INVO00004999","LOYAL4686","2.64","151"
"INVO00004999","10YEARS1056","9.44","320"
"INVO00004999","LOYAL7728","8.27","985"
"INVO00005000","DIS1069","56.71","490"
"INVO00005000","5YEARS0294","89.05","243"
"INVO00005000","5YEARS4643","468.62","420"
"INVO00004981","LOYAL4698","36.22","895"
"INVO00004984","10YEARS4610","6.92","582"
"INVO00004992","VAL6809","7.5","60"
"INVO00004992","10YEARS6136","78.39","795"
"INVO00004992","VAL0409","152.6","654"
"INVO00004996","5YEARS5536","4.66","387"
"INVO00004996","5YEARS2074","8.9","736"
"INVO00004996","5YEARS5965","5.54","24"
"INVO00004978","VAL9036","17.29","793"
"INVO00004978","LOYAL2386","9.58","801"
"INVO00004985","10YEARS8610","68.06","474"
"INVO00004985","VAL1814","6.28","621"
"INVO00004993","10YEARS9592","104.62","348"
"INVO00005000","5YEARS1810","22.0","999"
"INVO00005000","DIS6039","6.55","142"
"INVO00005000","VAL4510","6.75","769"
"INVO00004985","LOYAL1876","2.95","944"
"INVO00004985","DIS7062","6.62","958"
"INVO00004985","VAL4195","36.35","297"
"INVO00004993","DIS6154","31.56","220"
"INVO00004994","CM8202","2.18","629"
"INVO00004998","VAL6656","432.76","405"
"INVO00004980","10YEARS3708","84.24","508"
"INVO00004989","10YEARS0778","1.79","777"
"INVO00004989","5YEARS8770","83.94","412"
"INVO00004989","DIS6314","11.45","265"
"INVO00004990","5YEARS9105","199.76","898"
"INVO00004990","DIS5219","314.59","158"
"INVO00004990","5YEARS0826","5.46","461"
"INVO00004992","LOYAL8198","167.79","587"
"INVO00004992","DIS7741","8.04","908"
"INVO00004992","LOYAL9462","5.33","368"
"INVO00004993","10YEARS9519","445.18","554"
"INVO00004993","LOYAL3180","39.96","591"
"INVO00004997","VAL8858","77.38","54"
"INVO00004997","LOYAL2161","487.35","525"
"INVO00004978","LOYAL6024","6.51","871"
"INVO00004978","CM2746","6.61","202"
"INVO00004979","CM8559","123.72","839"
"INVO00004979","DIS2548","20.42","235"
"INVO00004981","DIS2707","3.1","505"
"INVO00004981","CM8499","68.33","418"
"INVO00004988","10YEARS5718","7.21","448"
"INVO00004988","10YEARS0428","20.01","459"
"INVO00004988","VAL7420","325.24","623"
"INVO00004997","VAL6082","45.08","349"
"INVO00004978","LOYAL3435","4.79","968"
"INVO00004987","LOYAL1600","135.53","492"
"INVO00004987","5YEARS0841","75.13","168"
"INVO00004987","CM0447","2.37","946"
"INVO00004992","5YEARS1230","68.07","48"
"INVO00004996","CM7331","9.16","25"
"INVO00004996","VAL2139","70.41","712"
"INVO00004997","CM0043","316.35","233"
"INVO00004997","VAL0723","80.0","320"
"INVO00004976","DIS5138","91.19","498"
"INVO00004976","DIS9749","43.23","542"
"INVO00004986","CM9625","73.94","626"
"INVO00004990","10YEARS8603","61.38","68"
"INVO00004990","VAL5575","47.13","728"
"INVO00004994","VAL1086","9.32","101"
"INVO00004995","LOYAL0596","7.61","558"
"INVO00004995","LOYAL4608","8.88","757"
"INVO00004995","DIS9622","5.77","452"
"INVO00004980","DIS3732","1.57","239"
"INVO00004980","DIS9277","111.06","808"
"INVO00004980","LOYAL7876","7.49","446"
"INVO00004983","LOYAL1825","4.92","737"
"INVO00004983","LOYAL9547","1.24","848"
"INVO00004983","LOYAL0248","497.81","37"
"INVO00004990","LOYAL1424","9.86","313"
"INVO00004990","LOYAL5668","5.97","217"
"INVO00004997","10YEARS2568","479.53","83"
"INVO00004978","CM9239","86.94","824"
"INVO00004979","5YEARS3017","84.05","364"
"INVO00004980","10YEARS2822","1.01","228"
"INVO00004980","10YEARS8790","48.03","341"
"INVO00004989","LOYAL9898","313.09","910"
"INVO00004989","DIS9795","34.85","458"
"INVO00004994","5YEARS7651","37.41","88"
"INVO00004994","10YEARS0383","7.07","951"
"INVO00004999","CM8116","20.1","198"
"INVO00004999","DIS4018","3.94","279"
"INVO00004999","CM8653","86.11","915"
"INVO00004981","CM5456","486.53","517"
"INVO00004990","10YEARS4382","303.94","764"
"INVO00004990","LOYAL3055","94.47","698"
"INVO00004995","5YEARS7867","63.95","442"
"INVO00004995","10YEARS7550","16.94","636"
"INVO00004995","LOYAL5950","212.77","568"
"INVO00004980","CM9320","54.94","900"
"INVO00004980","LOYAL1853","61.07","785"
"INVO00004981","VAL5034","41.03","241"
"INVO00004981","LOYAL4945","91.38","226"
"INVO00004984","10YEARS5603","8.93","185"
"INVO00004984","DIS7982","74.8","216"
"INVO00004984","DIS5912","5.92","880"
"INVO00004985","5YEARS0174","490.52","369"
"INVO00004985","LOYAL3398","90.52","416"
"INVO00004985","CM7343","66.49","493"
"INVO00004987","10YEARS1452","2.06","692"
"INVO00004990","10YEARS4301","15.26","756"
"INVO00004998","LOYAL6196","88.28","482"
"INVO00005000","5YEARS5245","98.89","368"
"INVO00005000","5YEARS5893","59.16","641"
"INVO00005000","LOYAL4748","64.57","254"
"INVO00004976","10YEARS3336","1.66","865"
"INVO00004976","CM0580","214.95","906"
"INVO00004982","DIS3752","5.44","304"
"INVO00004982","VAL3042","3.76","201"
"INVO00004982","VAL5905","295.06","157"
"INVO00004989","DIS7495","76.12","556"
"INVO00004997","DIS4827","10.06","855"
"INVO00004998","LOYAL0077","35.67","33"
"INVO00004998","5YEARS3147","34.79","988"
"INVO00004978","10YEARS3597","1.3","69"
"INVO00004979","CM0762","92.39","796"
"INVO00004982","VAL6686","5.61","269"
"INVO00004982","VAL9081","1.07","757"
"INVO00004983","DIS7570","73.93","104"
"INVO00004992","DIS3399","220.36","611"
"INVO00004992","LOYAL6657","219.17","22"
"INVO00005000","VAL6485","6.62","284"
"INVO00005000","5YEARS0686","1.3","979"
"INVO00005000","LOYAL5647","1.66","406"
"INVO00004978","LOYAL0800","18.39","424"
"INVO00004982","DIS9313","7.63","780"
"INVO00004982","CM9570","4.6","768"
"INVO00004990","LOYAL8657","385.22","479"
"INVO00004990","5YEARS1473","88.93","8"
"INVO00004990","VAL5797","20.65","444"
"INVO00004991","CM1424","83.64","464"
"INVO00004991","DIS0767","73.67","189"
"INVO00004994","5YEARS0483","417.61","745"
"INVO00004994","10YEARS2699","8.86","966"
"INVO00004999","10YEARS0634","3.26","560"
"INVO00004978","CM7727","79.94","510"
"INVO00004978","CM4968","7.51","790"
"INVO00004978","5YEARS7491","425.34","258"
"INVO00004985","CM8039","7.12","873"
"INVO00004985","DIS4505","95.86","348"
"INVO00004994","LOYAL8337","5.26","581"
"INVO00004996","VAL5962","7.95","778"
"INVO00004996","CM7173","81.83","456"
"INVO00004996","CM2170","6.5","499"
"INVO00004980","DIS5023","184.99","775"
"INVO00004980","LOYAL5838","274.72","862"
"INVO00004980","5YEARS0113","76.57","863"
"INVO00004983","VAL6717","152.53","395"
"INVO00004983","10YEARS4082","10.73","874"
"INVO00004987","CM0417","7.24","625"
"INVO00004987","VAL1280","91.81","25"
"INVO00004992","DIS4163","33.75","473"
"INVO00004992","DIS2358","37.52","430"
"INVO00004976","DIS6667","313.31","744"
"INVO00004976","5YEARS5652","239.3","918"
"INVO00004976","CM0288","6.46","497"
"INVO00004981","5YEARS4286","79.78","10"
"INVO00004981","5YEARS4680","65.0","889"
"INVO00004984","5YEARS8387","39.44","821"
"INVO00004988","CM2828","27.49","877"
"INVO00004997","CM7287","9.4","122"
"INVO00004997","10YEARS3510","65.62","570"
"INVO00004997","5YEARS8114","4.67","387"
"INVO00004977","CM8508","98.32","443"
"INVO00004977","LOYAL2021","62.16","158"
"INVO00004982","10YEARS7193","8.65","470"
"INVO00004982","5YEARS0372","6.08","62"
"INVO00004982","DIS1450","71.81","633"
"INVO00004987","VAL8190","9.19","262"
"INVO00004989","DIS5464","7.95","25"
"INVO00004998","5YEARS2237","5.3","48"
"INVO00004998","10YEARS6422","21.29","668"
"INVO00004998","CM4731","54.87","306"
"INVO00004977","CM6313","88.33","873"
"INVO00004977","DIS8798","23.12","847"
"INVO00004977","DIS7094","90.17","152"
"INVO00004984","LOYAL2397","9.53","470"
"INVO00004984","5YEARS5942","1.02","879"
"INVO00004984","CM3524","143.67","357"
"INVO00004990","CM3928","53.66","849"
"INVO00004999","LOYAL5004","40.44","699"
"INVO00004999","VAL7116","37.29","340"
"INVO00004999","CM0900","56.49","19"
"INVO00004981","10YEARS9424","6.6","97"
"INVO00004990","10YEARS5551","4.23","69"
"INVO00004990","LOYAL5926","122.22","345"
"INVO00004999","5YEARS7634","459.92","134"
"INVO00004999","VAL8430","4.27","855"
"INVO00004999","CM4101","1.88","209"
"INVO00004977","DIS0996","6.55","871"
"INVO00004977","DIS3743","18.53","258"
"INVO00004977","LOYAL8423","392.97","897"
"INVO00004979","VAL8396","92.34","844"
"INVO00004979","CM1972","50.33","789"
"INVO00004979","DIS1022","1.85","299"
"INVO00004986","5YEARS2304","29.67","290"
"INVO00004986","10YEARS7795","4.42","370"
"INVO00004986","5YEARS1809","4.09","301"
"INVO00004995","LOYAL4797","46.5","350"
"INVO00004995","DIS8153","25.67","311"
"INVO00004997","CM3901","52.58","934"
"INVO00004977","LOYAL0503","5.15","927"
"INVO00004978","LOYAL3522","2.49","170"
"INVO00004983","CM2300","4.32","385"
"INVO00004983","DIS1681","92.36","275"
"INVO00004983","VAL7082","94.87","934"
"INVO00004993","10YEARS0883","3.83","774"
"INVO00004996","VAL5978","35.74","949"
"INVO00004996","CM9933","3.14","332"
"INVO00004996","DIS3100","52.4","274"
"INVO00004979","DIS0704","9.94","696"
"INVO00004979","CM9679","62.24","604"
"INVO00004979","DIS4882","68.32","963"
"INVO00004980","10YEARS0096","3.95","619"
"INVO00004988","10YEARS0830","93.94","396"
"INVO00004988","DIS5008","73.69","716"
"INVO00004988","VAL4368","70.69","180"
"INVO00004997","LOYAL3683","80.27","487"
"INVO00004997","CM9970","7.42","793"
"INVO00004997","5YEARS9023","28.86","614"
"INVO00005000","CM4715","465.59","915"
"INVO00004985","DIS8029","3.94","123"
"INVO00004985","10YEARS5785","7.94","567"
"INVO00004994","5YEARS7156","25.18","272"
"INVO00004994","CM3902","218.01","47"
"INVO00004994","CM4221","61.54","729"
"INVO00004978","VAL3670","114.19","146"
"INVO00004978","DIS0045","75.32","807"
"INVO00004980","LOYAL7444","5.55","453"
"INVO00004980","5YEARS6147","220.32","552"
"INVO00004980","VAL9177","1.78","918"
"INVO00004987","5YEARS9424","54.13","813"
"INVO00004987","DIS0810","365.13","110"
"INVO00004994","LOYAL1111","6.72","690"
"INVO00004994","CM8346","13.63","656"
"INVO00004979","CM8890","77.81","866"
"INVO00004979","10YEARS3652","12.59","241"
"INVO00004981","CM4148","20.91","649"
"INVO00004981","5YEARS6186","326.09","868"
"INVO00004983","CM9708","2.44","291"
"INVO00004983","10YEARS0753","28.65","984"
"INVO00004983","DIS3296","9.49","55"
"INVO00004984","10YEARS2888","14.59","961"
"INVO00004984","VAL1514","282.32","10"
"INVO00004984","5YEARS5984","390.69","560"
"INVO00004985","VAL9509","2.43","527"
"INVO00004987","VAL8417","370.77","59"
"INVO00004987","10YEARS1013","222.73","418"
"INVO00004987","5YEARS5541","96.2","265"
"INVO00004994","VAL6643","4.86","676"
"INVO00004976","5YEARS7410","5.79","712"
"INVO00004976","CM1711","5.74","171"
"INVO00004976","10YEARS3517","4.19","786"
"INVO00004984","5YEARS5331","1.72","427"
"INVO00004984","10YEARS6229","20.09","265"
"INVO00004984","10YEARS4882","323.91","262"
"INVO00004989","VAL1797","3.47","472"
"INVO00004995","5YEARS7038","74.0","901"
"INVO00004995","10YEARS6456","220.28","605"
"INVO00004976","VAL4669","1.3","845"
"INVO00004976","DIS6973","66.19","993"
"INVO00004984","DIS8601","1.51","49"
"INVO00004984","DIS0069","9.15","655"
"INVO00004984","DIS0027","5.7","87"
"INVO00004985","DIS1647","57.48","897"
"INVO00004985","CM9512","2.93","492"
"INVO00004985","5YEARS1570","371.56","720"
"INVO00004995","VAL6510","4.29","385"
"INVO00004995","CM8657","11.02","203"
"INVO00004980","CM0269","329.03","2"
"INVO00004989","DIS5771","5.44","246"
"INVO00004990","DIS2129","42.81","287"
"INVO00004992","VAL2410","8.35","167"
"INVO00004992","DIS4994","4.97","105"
"INVO00004999","LOYAL7699","41.86","885"
"INVO00004999","CM5140","96.65","802"
"INVO00004978","5YEARS8900","418.93","130"
"INVO00004983","VAL7689","71.57","22"
"INVO00004983","VAL6321","3.32","55"
"INVO00004983","DIS7765","271.34","368"
"INVO00004991","10YEARS2453","44.26","514"
"INVO00004991","VAL6165","51.41","943"
"INVO00004994","DIS2509","12.05","63"
"INVO00004994","LOYAL7820","305.4","831"
"INVO00004994","10YEARS2976","467.18","686"
"INVO00004976","DIS9137","214.09","958"
"INVO00004976","VAL5808","496.68","972"
"INVO00004976","DIS5917","305.89","321"
"INVO00004980","VAL1552","9.37","635"
"INVO00004980","CM6446","135.65","817"
"INVO00004985","DIS3917","7.96","523"
"INVO00004986","CM6422","178.73","711"
"INVO00004986","5YEARS9418","76.24","401"
"INVO00004990","10YEARS0608","80.17","816"
"INVO00004990","10YEARS7405","6.49","111"
"INVO00004999","DIS4171","5.8","486"
"INVO00004983","DIS8718","2.6","344"
"INVO00004989","DIS5198","79.27","735"
"INVO00004994","10YEARS1548","71.44","489"
"INVO00004994","10YEARS1604","9.94","307"
"INVO00004994","5YEARS6138","71.13","709"
"INVO00004996","5YEARS9477","35.62","759"
"INVO00004976","VAL8753","4.85","621"
"INVO00004976","CM2337","52.35","946"
"INVO00004978","10YEARS2414","2.99","467"
"INVO00004978","DIS5513","23.29","856"
"INVO00004985","DIS5178","80.66","553"
"INVO00004985","5YEARS1234","78.21","220"
"INVO00004985","LOYAL5733","56.96","407"
"INVO00004994","5YEARS0405","41.48","622"
"INVO00004994","LOYAL0194","3.11","739"
"INVO00004994","DIS4367","409.73","209"
"INVO00004997","CM4830","50.54","591"
"INVO00004997","LOYAL7955","382.21","803"
"INVO00004997","CM9124","72.45","970"
"INVO00004980","10YEARS6542","499.29","692"
"INVO00004980","VAL9856","26.69","598"
"INVO00004980","10YEARS6715","5.62","625"
"INVO00004990","DIS5574","3.54","627"
"INVO00004997","CM2191","323.14","413"
"INVO00004997","VAL2621","8.52","987"
"INVO00004997","10YEARS8742","72.56","454"
"INVO00004981","DIS4286","4.44","38"
"INVO00004986","DIS1097","87.23","56"
"INVO00004986","10YEARS9939","60.97","750"
"INVO00004993","DIS8830","203.59","639"
"INVO00004976","DIS3254","9.68","310"
"INVO00004976","DIS7771","305.65","705"
"INVO00004976","LOYAL5274","86.39","72"
"INVO00004980","5YEARS1935","4.7","694"
"INVO00004980","DIS1461","2.62","569"
"INVO00004984","VAL7959","1.73","880"
"INVO00004984","VAL2959","3.35","239"
"INVO00004984","5YEARS9025","17.72","601"
"INVO00004992","10YEARS8181","80.14","968"
"INVO00004992","10YEARS1460","4.04","655"
"INVO00004992","DIS1231","315.16","152"
"INVO00004999","VAL6453","41.44","855"
"INVO00004978","CM5887","9.56","973"
"INVO00004978","CM0578","9.01","506"
"INVO00004978","LOYAL0813","257.55","448"
"INVO00004984","DIS6034","3.12","983"
"INVO00004984","CM7978","57.35","239"
"INVO00004991","CM0735","8.49","356"
"INVO00004999","10YEARS3356","5.62","304"
"INVO00004999","CM5235","42.38","691"
"INVO00004976","CM1980","37.31","592"
"INVO00004984","CM8025","3.64","433"
"INVO00004984","5YEARS1677","8.71","372"
"INVO00004992","10YEARS1485","58.36","452"
"INVO00004997","10YEARS5360","481.51","812"
"INVO00004979","5YEARS3583","4.61","346"
"INVO00004979","LOYAL8479","166.64","712"
"INVO00004979","5YEARS5939","1.79","386"
"INVO00004987","DIS3544","7.47","680"
"INVO00004987","DIS5426","9.58","304"
"INVO00004987","LOYAL2114","47.67","225"
"INVO00004996","VAL7958","6.25","72"
"INVO00004996","DIS7370","82.57","651"
"INVO00004996","10YEARS3696","2.36","376"
"INVO00004976","CM9298","476.75","506"
"INVO00004980","VAL7983","7.97","62"
"INVO00004980","VAL2322","5.62","132"
"INVO00004990","VAL9455","298.58","919"
"INVO00004990","10YEARS8368","51.98","699"
"INVO00004990","DIS1903","1.63","483"
"INVO00004997","CM9941","7.34","85"
"INVO00004977","DIS5300","94.67","58"
"INVO00004977","10YEARS9911","85.74","251"
"INVO00004987","LOYAL9328","87.52","646"
"INVO00004994","DIS0467","87.43","741"
"INVO00004994","DIS3034","61.05","491"
"INVO00004977","LOYAL4097","7.66","186"
"INVO00004977","LOYAL5410","85.39","658"
"INVO00004986","CM7911","156.66","539"
"INVO00004986","LOYAL8381","57.35","169"
"INVO00004986","CM0067","56.71","892"
"INVO00004989","DIS8770","9.13","910"
"INVO00004989","5YEARS3109","190.3","619"
"INVO00004991","LOYAL3935","7.87","296"
"INVO00004991","CM8224","458.99","107"
"INVO00004993","DIS3154","81.19","121"
"INVO00004993","LOYAL3475","29.44","272"
"INVO00004993","10YEARS3700","82.34","520"
